,alfabank,date,gazprom,raiffeisen,rshb,sberbank,text,twitid,uralsib,vtb
3410,NULL,1407429157,NULL,NULL,NULL,NULL,http://t.co/64GBv09ET7 Втб 24 новосибирск взять кредит калькулятор,497420056159330000,NULL,0
3411,NULL,1407430928,NULL,NULL,0,NULL,Россельхозбанк открывает дополнительные офисы в Москве и Подмосковье,497427483067940000,NULL,NULL
3412,NULL,1407432305,NULL,NULL,NULL,0,"Как и другие банки, Сбербанк увеличивает выдачу ипотечных кредитов и по банковским картам. Впрочем, прибыль российской банковской системы в",497433258251290000,NULL,NULL
3413,NULL,1407434784,NULL,NULL,NULL,--,"найдена карточка сбербанк на имя Aliya Safina, верну хозяйке",497443658606860000,NULL,NULL
3414,NULL,1407435865,NULL,NULL,NULL,-1,RT @kolureqihyh: Сбербанк допустил повышение ставок по кредитам,497448189713460000,NULL,NULL
3415,NULL,1407436811,0,NULL,0,NULL,СМИ: банки просят господдержки из-за введенных против них санкций.Россельхозбанк (РСХБ) и Газпромбанк попросили о государственной поддержке,497452159940970000,NULL,NULL
3416,NULL,1407437416,NULL,NULL,NULL,0,Оплатить кредит через сбербанк онлайн http://t.co/YsQubh88X9,497454694847880000,NULL,NULL
3417,NULL,1407437592,NULL,NULL,NULL,0,Редакция газеты«Загородные вести» Индустриальные парки Тульской области поддержит Сбербанк России http://t.co/qMGjAzvfOT с помощью @zagvesti,497455433322230000,NULL,NULL
3418,NULL,1407438248,NULL,NULL,NULL,0,Новости банков: Сбербанк не видит необходимости привлечения дополнительного акционерного капитала путем в...  #банки #кредиты,497458184609470000,NULL,NULL
3419,0,1407444041,NULL,NULL,NULL,NULL,http://t.co/5EINKaO5Yj Взять кредит в альфа банке бобруйска,497482485287380000,NULL,NULL
3420,NULL,1407444454,NULL,NULL,NULL,0,"http://t.co/mEj7xLa0nS Сбербанк конвертирует субординированный кредит ВЭБа в ""вечные бонды""",497484217224160000,NULL,NULL
3421,NULL,1407445130,NULL,NULL,NULL,0,"#ru_ff СберБанк на комиссии до 10 % заработает на этом деле, если нет рублевой карты.",497487052473390000,NULL,NULL
3422,NULL,1407445273,NULL,NULL,0,NULL,http://t.co/bLXkx6cH37 Россельхозбанквзять кредит в москве без регистрации,497487650811410000,NULL,NULL
3423,NULL,1407447974,0,NULL,0,NULL,Россельхозбанк и Газпромбанк после санкций попросили поддержки&amp;#8230;,497498979111040000,NULL,NULL
3424,NULL,1407450989,NULL,NULL,NULL,0,RT @dufitosyfyju: Сбербанк застрахует имущество на полтриллиона рублей,497511625864120000,NULL,NULL
3425,NULL,1407452694,NULL,NULL,NULL,0,Потребительский кредит сбербанк онлайн заявка http://t.co/EMZeRmS6UX,497518778515600000,NULL,NULL
3426,NULL,1407453915,NULL,0,NULL,NULL,http://t.co/ooZ4GwVgPD Взять кредит райффайзенбанк железногорск,497523899765360000,NULL,NULL
3427,NULL,1407454788,NULL,NULL,NULL,0,Пятница (@ Сбербанк - @sberbank in Якутск) https://t.co/OzdVTvY5J8,497527559849280000,NULL,NULL
3428,NULL,1407456622,NULL,NULL,NULL,--,Sberbank CIB организовал сделку под покрытие ЭКСАР по реализации поставок энергооборудования в Европу,497535252718700000,NULL,NULL
3429,NULL,1407456962,NULL,NULL,NULL,NULL,CGI Group: Проводить визовые сборы США через ВТБ 24 запретил Госдеп,497536678379410000,NULL,-1
3430,NULL,1407457190,NULL,NULL,NULL,NULL,"RT @bm_twit: @mr_izmal Карта БМ? Вам необходимо обратиться в службу поддержки, заблокировать карту, после изъятия её передадут вам и разбло…",497537633615360000,NULL,NULL
3431,NULL,1407460545,NULL,NULL,NULL,0,Новости: Сбербанк и ВТБ не планируют допвыпуски акций  #вести,497551707350370000,NULL,0
3432,NULL,1407461432,NULL,NULL,NULL,NULL,RT @picryac: ВТБ 24 прекратил прием консульских сборов за оформление виз США,497555425550950000,NULL,-1
3433,NULL,1407461804,NULL,NULL,NULL,0,"Сбербанк и Sberbank CIB оказали поддержку ""Дальэнергомашу""  http://t.co/IHiHkA7tWb #Сбербанк #энергооборудование #Европа",497556985781290000,NULL,NULL
3434,NULL,1407462140,NULL,NULL,NULL,NULL,Офис банка втб 24 http://t.co/6ul9rIGqK4,497558396900350000,NULL,0
3435,NULL,1407462289,NULL,NULL,NULL,1,Сейчас зашла в сбер и за 5 мин все сделала. Не вероятно но факт:),497559021579430000,NULL,NULL
3436,NULL,1407462507,NULL,NULL,NULL,1,RT @Mi_Vida_Mi: Сейчас зашла в сбер и за 5 мин все сделала. Не вероятно но факт:),497559933479830000,NULL,NULL
3437,NULL,1407463836,NULL,NULL,NULL,--,"Пятница! И это не может не радовать!!! (@ Контактный центр Сбербанка - @sberbank in Омск, Омская обл.) https://t.co/T1aoA1jGV0",497565508045390000,NULL,NULL
3438,NULL,1407464127,0,NULL,0,NULL,"http://t.co/xaLxC7pnSr Попавшие под санкции ""Россельхозбанк"" и ""Газпромбанк"" просят господдержки",497566729472860000,NULL,NULL
3439,NULL,1407465717,NULL,0,NULL,NULL,http://t.co/Igzn6LeQpE minecraft портал в райффайзенбанк,497573398491320000,NULL,NULL
3440,NULL,1407465795,NULL,NULL,0,NULL,"Из средств от&amp;#8230;
Тем временем приостановлена процедура продажи Россельхозбанком собственности другого камчатского предприятия – судорем",497573726314300000,NULL,NULL
3441,NULL,1407466582,NULL,NULL,0,NULL,RT @Minselhoz: Новый этап взаимодействия Минсельхоза России и Россельхозбанка. http://t.co/yKCMiMFT,497577027059580000,NULL,NULL
3442,NULL,1407467889,NULL,NULL,+-,NULL,Несчастье помогло: чем санкции Запада полезны Россельхозбанку,497582507273890000,NULL,NULL
3443,NULL,1407468139,NULL,NULL,NULL,--,"В связи с тем, что проводимые ранее торги на ЭТП - www.sberbank-ast. по продаже имущества ООО «Югстройсервис» по лоту №1 и лоту №2 посредст",497583558060290000,NULL,NULL
3444,NULL,1407468244,NULL,NULL,NULL,NULL,"""Банк Москвы"" выставил на электронные торги винные заводы ММВЗ и ""Корнет"" #бизнес",497583999054020000,NULL,NULL
3445,NULL,1407469109,NULL,NULL,NULL,0,RT @Gorod_Proekt: Сбербанк явно что-то сделал с переводами через Сбербанк-Онлайн на избирательный счет.,497587627739340000,NULL,NULL
3446,NULL,1407470494,NULL,NULL,NULL,NULL,RT @compkegegesma: кредит наличными втб 24 рассчитать http://t.co/NCputTTLRq,497593435235570000,NULL,0
3447,NULL,1407471026,NULL,NULL,NULL,NULL,"7 августа 2014, 14:13, Travel.ru  - 
 Оплата консульского сбора на визу в США через банк ВТБ 24 больше невозможна: это связано с включение",497595668807320000,NULL,-1
3448,NULL,1407471313,-1,NULL,-1,NULL,Россельхозбанк и Газпромбанк оказались в санкционных списках&amp;#8230;,497596868621500000,NULL,NULL
3449,NULL,1407471527,NULL,NULL,0,NULL,"Объем вкладов в Марийском филиале Россельхозбанка  составил 3,5 млрд рублей.",497597770086500000,NULL,NULL
3450,NULL,1407471881,NULL,NULL,+-,NULL,«Россельхозбанк» «наживается» на санкциях? http://t.co/idhHkwiPnB http://t.co/kLCjWBHei1,497599253410110000,NULL,NULL
3451,NULL,1407473063,NULL,0,NULL,NULL,RT @himera0666: Райфайзен Банк и Нацисты http://t.co/nQvmjJEOXw,497604209865690000,NULL,NULL
3452,NULL,1407473308,NULL,NULL,NULL,-1,RT @LupetaF: Сбербанк может повысить ставки по кредитам,497605238225120000,NULL,NULL
3453,NULL,1407473317,NULL,NULL,NULL,1,RT @oleasufe: Сбербанк и ВТБ пообещали выполнить обязательства перед клиентами,497605277764830000,NULL,1
3454,NULL,1407474310,NULL,NULL,NULL,0,"Goldman Sachs убрал Сбербанк из фокус-листа на покупку, заменив его Московской биржей",497609441920160000,NULL,NULL
3455,NULL,1407475103,NULL,NULL,1,NULL,Россельхозбанк снизил ставки по кредитам личным подсобным хозяйствам.Россельхозбанк снизил ставки по кредитам для владельцев личных подсобн,497612765650240000,NULL,NULL
3456,NULL,1407476715,0,NULL,0,NULL,"""Россельхозбанк"" (РСХБ) и ""Газпромбанк"" просят государственной поддержки в связи с наложенными на них санкциями, пишет газета ""Ведомости"".",497619526939590000,NULL,NULL
3457,NULL,1407477051,NULL,NULL,NULL,-1,@sberbank Какому идиоту пришло в голову учить меня платить на сотовый в час тридцать ночи? Кто планирует у вас СМС-спам?,497620937584710000,NULL,NULL
3458,NULL,1407477306,NULL,NULL,NULL,0,#новости Сбербанк опровергает информацию о взрыве гранаты в одном из отделений Кургана: О взрыве в здании кред... http://t.co/ItVyTLNwuo,497622008822100000,NULL,NULL
3459,-1,1407478000,NULL,NULL,NULL,NULL,"Вот вам и безопасность карт с чипом... Да, @alfa_bank ? http://t.co/xvglKJh2S3",497624915911390000,NULL,NULL
3460,NULL,1407478168,NULL,NULL,NULL,--,RT @npfsberbanka: ВАЖНОЕ ИНФОРМАЦИОННОЕ СООБЩЕНИЕ http://t.co/HXNe9CbLmV,497625621393310000,NULL,NULL
3461,NULL,1407480015,--,NULL,NULL,NULL,"#news Ожидаем разнонаправленное движение акций на открытии российского рынка, — Аналитики Газпромбанка",497633368826460000,NULL,NULL
3462,NULL,1407480164,NULL,NULL,NULL,--,В воздухе так и веет сосредоточенностью )))) #backstage #baddiplodoc #sberbank http://t.co/RiEYOYhTzj,497633992804670000,NULL,NULL
3463,NULL,1407480581,NULL,NULL,NULL,1,Новости банков: Сбербанк Онлайн делает отдых пермяков удобнее  #банки #кредиты,497635742571450000,NULL,NULL
3464,NULL,1407480812,NULL,NULL,NULL,-1,Ничего не меняется #сбербанк где оплатить госпошлину? В любое окно.вы принимаете?нет в любое окно. Выбор сократился до одного,497636713871970000,NULL,NULL
3465,NULL,1407480987,NULL,NULL,NULL,0,http://t.co/sVai5acVhB Взять кредит сбербанк есть карта,497637447476710000,NULL,NULL
3466,NULL,1407481095,NULL,NULL,NULL,1,Штрих-коды от Сбербанка позволят совершать платежи быстро и без ошибок: Сбербанк совместно с некоммерческим па... http://t.co/c6TXbV5oR7,497637901274840000,NULL,NULL
3467,NULL,1407482387,NULL,NULL,NULL,NULL,"RT @Creditam: Банк ВТБ парсит сайт ""Моя реклама"" и звонят по контактам предлагают кредиты, охренели #vtb #vtb24 #banks #credits",497643318109830000,NULL,-1
3468,NULL,1407482861,NULL,NULL,NULL,NULL,http://t.co/UgJSQFTJMF Оформить кредитную карту втб 24 онлайн,497645308009270000,NULL,0
3469,--,1407483046,NULL,--,NULL,--,"#ЧитаюВзаимно оплатить на карту можно: альфа, сбер, райфайзен",497646080616860000,NULL,NULL
3470,NULL,1407483091,NULL,NULL,NULL,--,Sberbank CIB  организовал сделку под покрытие ЭКСАР по реализации поставок энергооборудования в Европу,497646269981280000,NULL,NULL
3471,NULL,1407483798,NULL,NULL,NULL,1,Журнал Global Finance признал Сбербанк Онлайн лучшим розничным интернет-банком в России http://t.co/526AI5vrw6,497649238163980000,NULL,NULL
3472,NULL,1407483799,NULL,NULL,NULL,0,За первое полугодие 2014 года Сбербанк выдал ипотечных кредитов на сумму более 402 млрд рублей http://t.co/KxkNzBgjVy,497649238952530000,NULL,NULL
3473,0,1407484557,NULL,NULL,NULL,NULL,"@cameo1over Укажите, пожалуйста, нам на social@alfabank.ru номер карты, когда и в какой офис подходили. Попробуем выяснить, как все было.",497652418356990000,NULL,NULL
3474,NULL,1407486121,NULL,NULL,NULL,0,@brouillard1106 собираюсь в сбербанк и гулять хдд,497658978814670000,NULL,NULL
3475,NULL,1407486249,NULL,NULL,1,NULL,"Александр Ивахинов: «У Россельхозбанка в Бурятии большой потенциал, и наша цель - его раскрыть»",497659516549600000,NULL,NULL
3476,NULL,1407486322,NULL,NULL,-1,NULL,"RT @rosbaltru: Канада расширила санкции в отношении России - ВТБ,Россельхозбанк,Банк Москвы и Национальный Коммерческий Банк (РНКБ) http:/…",497659824453460000,NULL,-1
3477,NULL,1407486806,NULL,NULL,NULL,0,#iPhone #android Сбербанк сообщил о проведении 11 августа технологических работ  #iPad #Samsung,497661852390680000,NULL,NULL
3478,NULL,1407487019,NULL,NULL,0,NULL,«Россети» будут развивать сотрудничество с «Россельхозбанком» и «Ростехом»,497662744477180000,NULL,NULL
3479,NULL,1407487267,NULL,NULL,NULL,NULL,По состоянию на 4 августа годовой рост ИПЦ замедлился до 7.4% http://t.co/W06qf2008K #втб #ипц #банки,497663787705450000,NULL,0
3480,NULL,1407487399,NULL,NULL,0,NULL,Директор Нижегородского филиала ОАО «Россельхозбанк» встретился с руководством области,497664341723090000,NULL,NULL
3481,NULL,1407488315,NULL,NULL,NULL,1,#N Сбербанк открыл в Пскове 31 офис нового формата,497668180018760000,NULL,NULL
3482,NULL,1407488507,NULL,NULL,NULL,-1,"""Ведомости"" Сбербанк предупредил о почти шестичасовых техработах  в ночь на понедельник http://t.co/2zqLEU9Med",497668988126520000,NULL,NULL
3483,NULL,1407488591,NULL,NULL,NULL,0,RT @stupatoc48: Сбербанк стал генеральным партнёром хакатона мобильных финансовых сервисов,497669340272270000,NULL,NULL
3484,NULL,1407488792,NULL,NULL,NULL,-1,100% #FollowBack Сбербанк приостановит работу интернет-банка в ночь с 10 на 11 августа  #RT,497670183356330000,NULL,NULL
3485,NULL,1407488792,NULL,NULL,NULL,-1,#RT Сбербанк приостановит работу интернет-банка в ночь с 10 на 11 августа http://t.co/ksfcJftgX5 #FollowBack #Взаимно,497670183415060000,NULL,NULL
3486,NULL,1407488792,NULL,NULL,NULL,-1,#runews Сбербанк приостановит работу интернет-банка в ночь с 10 на 11 августа  #новости,497670183603800000,NULL,NULL
3487,NULL,1407488792,NULL,NULL,NULL,-1,"#seo #fyseo_ru Сбербанк приостановит работу интернет-банка в ночь с 10 на 11 августа: Интернет-банк, ба...  #новости #Яндекс",497670184006450000,NULL,NULL
3488,NULL,1407488792,NULL,NULL,NULL,-1,#RT Сбербанк приостановит работу интернет-банка в ночь с 10 на 11 августа  #followback,497670184199400000,NULL,NULL
3489,NULL,1407488793,NULL,NULL,NULL,-1,#iPhone #android Сбербанк приостановит работу интернет-банка в ночь с 10 на 11 августа  #iPad #Samsung,497670185994580000,NULL,NULL
3490,NULL,1407488951,NULL,NULL,NULL,NULL,банк москвы подать заявку на кредит через интернет http://t.co/d9H44HjAf1,497670850406250000,NULL,NULL
3491,NULL,1407489390,NULL,NULL,-1,NULL,"Правительство Канады в среду расширило санкционного списка против РФ, добавив в него, в частности, ВТБ, Россельхозбанк, Банк Москвы и Росси",497672689662720000,NULL,-1
3492,NULL,1407489688,NULL,NULL,0,NULL,http://t.co/qFcQ9fXfTb Получить потребительский кредит в россельхозбанке,497673941599940000,NULL,NULL
3493,NULL,1407490026,NULL,NULL,NULL,0,ипотечный калькулятор сбербанк тверь http://t.co/DGMFkHEDSB,497675356670000000,NULL,NULL
3494,NULL,1407490152,NULL,NULL,NULL,NULL,"Банк Москвы продаст белорусскую ""дочку"" #бизнес http://t.co/KlI6QsaLW8",497675885659820000,NULL,NULL
3495,NULL,1407490642,NULL,NULL,NULL,-1,#news Сбербанк приостановит работу интернет-банка в ночь с 10 на 11 августа  #жизнь,497677941258460000,NULL,NULL
3496,NULL,1407490716,NULL,NULL,NULL,--,"&gt;Представители «Автоваз» заявили,что они готовы производить сыры

А ДАВАЙТЕ ЕЩЕ ПОЧТУ РОССИИ И СБЕРБАНК ПОДКЛЮЧИМ,ЧО http://t.co/y1C76fwusr",497678252652400000,NULL,NULL
3497,NULL,1407491281,NULL,NULL,NULL,NULL,"Банк Москвы продает белорусский дочерний банк ""Банк Москва-Минск"", сообщает ИТАР-ТАСС со ссылкой на банк.

В настоящее время доля Банка М...",497680622924890000,NULL,NULL
3498,NULL,1407491376,NULL,NULL,NULL,NULL,"Банк Москвы продает свою белорусскую компанию - ""Банк Москва-Минск"", передает ИТАР-ТАСС.",497681022457110000,NULL,NULL
3499,NULL,1407491506,NULL,NULL,NULL,NULL,Новый формат теннисного турнира «Банк Москвы Кубок Кремля»! http://t.co/Nd42ZmjdAf,497681567917940000,NULL,NULL
3500,0,1407491644,NULL,NULL,NULL,NULL,альфа банк кредит калькулятор втб 24 http://t.co/cXWyMdlxYC,497682145004250000,NULL,0
3501,NULL,1407491855,NULL,NULL,NULL,NULL,"Банк Москвы продаст белорусскую ""дочку""",497683028710130000,NULL,NULL
3502,NULL,1407492557,NULL,NULL,NULL,NULL,банк москвы новосибирск кредитная карта http://t.co/Rj3Sj2WQUP,497685972801560000,NULL,NULL
3503,NULL,1407492641,NULL,NULL,NULL,NULL,#новости Банк Москвы решил продать белорусскую «дочку» - Совет директоров Банка Москвы решил выйти из капитала своей белорусской...,497686326888910000,NULL,NULL
3504,NULL,1407492728,NULL,NULL,NULL,NULL,Банк Москвы продает белорусскую «дочку»,497686693613290000,NULL,NULL
3505,NULL,1407492760,NULL,NULL,NULL,NULL,"#бизнес Банк Москвы продаст белорусскую ""дочку"": Банк Москвы продает белорусский дочерний банк ""Банк Москва-Ми... http://t.co/aMn95As7pT",497686827185090000,NULL,NULL
3506,NULL,1407492770,NULL,NULL,NULL,NULL,Банк Москвы решил продать белорусскую «дочку» http://t.co/wEACWi7sE0 #InstantFollow #AutoFollowBack #IFollowBack #InstantFollowBack,497686869598290000,NULL,NULL
3507,NULL,1407492781,NULL,NULL,NULL,NULL,Банк Москвы решил продать белорусскую «дочку»: Совет директоров Банка Москвы решил выйти из капитала своей бел... http://t.co/ZkYHRuTUDx,497686912547570000,NULL,NULL
3508,NULL,1407492792,NULL,NULL,NULL,NULL,"Банк Москвы продает белорусскую ""дочку""",497686959339220000,NULL,NULL
3509,NULL,1407493025,NULL,NULL,NULL,NULL,Банк Москвы решил продать белорусскую «дочку»  #followback #follow,497687935659950000,NULL,NULL
3510,NULL,1407493025,NULL,NULL,NULL,NULL,Банк Москвы решил продать белорусскую «дочку»  ...,497687936356200000,NULL,NULL
3511,NULL,1407493167,NULL,NULL,0,NULL,"RT @mrskcentre: ""Россети"" будут развивать сотрудничество с ""Россельхозбанком"" и ""Ростехом"" http://t.co/Q2mWo7fatE",497688533684220000,NULL,NULL
3512,NULL,1407493244,NULL,NULL,NULL,NULL,Банк Москвы выпустил для банков-партнеров более 1 млн платежных карт  http://t.co/ypQAIQbZZL @bm_twit  #ПЛАС,497688856737890000,NULL,NULL
3513,NULL,1407494240,NULL,NULL,NULL,NULL,news/yandex# Банк Москвы решил продать белорусскую «дочку» http://t.co/DZVCT5LCNa,497693035115720000,NULL,NULL
3514,NULL,1407494346,NULL,NULL,NULL,NULL,"Банк Москвы решил продать белорусскую «дочку»: Совет директоров Банка Москвы решил выйти из капитала своей белорусской ""дочки"" — банк...",497693476507510000,NULL,NULL
3515,NULL,1407494346,NULL,NULL,NULL,NULL,http://t.co/kJBdSZvXAP Взять кредит в втб 24 иркутск,497693478701520000,NULL,0
3516,NULL,1407494621,NULL,NULL,NULL,0,RT @sberbank: В День строителя в Сбербанке стартует акция по экспресс-лизингу спецтехники и транспорта для малого бизнеса http://t.co/AoFVQ…,497694631015220000,NULL,NULL
3517,NULL,1407494653,NULL,NULL,0,NULL,"«Россети» будут развивать сотрудничество с «Россельхозбанком» и «Ростехом»
http://t.co/1H8iXRMOZg",497694764209540000,NULL,NULL
3518,NULL,1407494663,NULL,NULL,0,NULL,Рязанский филиал ОАО «Россельхозбанк» поздравил строителей с профессиональным праздником,497694806970470000,NULL,NULL
3519,0,1407494951,NULL,NULL,NULL,NULL,где выгоднее оформить кредитную карту альфа банка http://t.co/VifRmXofpY,497696014762250000,NULL,NULL
3520,NULL,1407494961,NULL,NULL,NULL,NULL,Банк Москвы решил продать белорусскую «дочку» http://t.co/GwhTJ83Jr8,497696057455690000,NULL,NULL
3521,NULL,1407495281,NULL,NULL,NULL,NULL,RT @rejatomequlyc: http://t.co/IjRrWejkq1 ВТБ 24 приостановил прием консульского сбора за визу США из-за санкций,497697400992330000,NULL,-1
3522,NULL,1407495377,NULL,NULL,NULL,0,ипотечный калькулятор сбербанк уфа http://t.co/Rwq4jDdsKh,497697801489610000,NULL,NULL
3523,NULL,1407495691,NULL,NULL,NULL,0,http://t.co/66RGwE30Ba Сбербанк приступил к выпуску банковских карт ПРО100,497699117338870000,NULL,NULL
3524,NULL,1407495791,0,NULL,0,NULL,Газпромбанк и Россельхозбанк обратились за государственной поддержкой в свете введенных санкций. Об этом пишет газета &amp;laquo;Ведомости&amp;raqu,497699538392850000,NULL,NULL
3525,NULL,1407496100,NULL,NULL,0,NULL,жилищный кредит россельхозбанк калькулятор http://t.co/K9shUmKcJ6,497700834898350000,NULL,NULL
3526,NULL,1407496738,NULL,NULL,NULL,NULL,Банк Москвы решил продать белорусскую «дочку»,497703511388210000,NULL,NULL
3527,NULL,1407496749,NULL,NULL,NULL,0,#news Сбербанк приступил к выпуску банковских карт ПРО100 #seo #сео #индекс,497703556825090000,NULL,NULL
3528,NULL,1407496781,NULL,NULL,NULL,NULL,Ипотека в втб 24 отзывы http://t.co/tRZfTSDlMB,497703691370000000,NULL,0
3529,NULL,1407496959,NULL,NULL,NULL,NULL,Московский банк москвы http://t.co/1mRIdCIhAp,497704438283260000,NULL,NULL
3530,NULL,1407496992,NULL,NULL,NULL,NULL,#FOLLOWBACK Банк Москвы решил продать белорусскую «дочку» http://t.co/E7K4c7dEjO,497704574245800000,NULL,NULL
3531,0,1407497054,NULL,NULL,NULL,NULL,в альфа банке получить кредит с плохой кредитной историей http://t.co/26SFU4TSiS,497704837770130000,NULL,NULL
3532,NULL,1407497064,NULL,NULL,0,NULL,заявка на кредит в россельхозбанке рассчитать http://t.co/F31RwqfPwM,497704879469900000,NULL,NULL
3533,--,1407497278,NULL,NULL,NULL,NULL,"@alfa_bank Карта: у Вовы-300т.р.У Димы-70т.р.. вова потратил 299999р. и остался должен банку 299999р., но зато он выиграл 10т.р. =&gt;",497705774005910000,NULL,NULL
3534,--,1407497804,NULL,NULL,NULL,NULL,"@xctnr пиздюк, тебе куда кинуть данные карты? альфа банк русский ленкин.",497707982667670000,NULL,NULL
3535,NULL,1407497971,NULL,NULL,NULL,NULL,"""Банк Москвы"" выпустил для банков-партнеров миллион платежных карт http://t.co/a2NXAoSKY9",497708682289750000,NULL,NULL
3536,NULL,1407498170,NULL,NULL,NULL,NULL,"""Банк Москвы"" выпустил для банков-партнеров миллион платежных карт.На начало третьего квартала 2014 г. банки-агенты, осуществляющие эмиссию",497709517468370000,NULL,NULL
3537,0,1407498309,NULL,NULL,NULL,NULL,взять кредитную карту в альфа банке http://t.co/Lfnb45Vxga,497710100866700000,NULL,NULL
3538,0,1407498383,NULL,NULL,NULL,NULL,http://t.co/c0izfnfFjA Оформить заявку на кредит онлайн в альфа банке,497710411270330000,NULL,NULL
3539,NULL,1407498393,NULL,NULL,-1,NULL,"RT @tikaipo: Зачем Россельхозбанку оптимизация затрат эффективные рекламные кампании, если можно просить у государства 100 лярдов http://t.…",497710453104310000,NULL,NULL
3540,NULL,1407498457,NULL,NULL,NULL,NULL,"http://t.co/iHJDZjWWvG Банк Москвы продаст белорусскую ""дочку""",497710720797010000,NULL,NULL
3541,NULL,1407498510,NULL,NULL,NULL,NULL,втб 24 потребительский кредит г ставрополь калькулятор втб 24 рассчитать http://t.co/6juCBjIJMq,497710943867240000,NULL,0
3542,NULL,1407498615,NULL,NULL,NULL,NULL,Банк Москвы выйдет из капитала своей белорусской «дочки» банка «Москва—Минск» http://t.co/hhle4BFW8P,497711382771800000,NULL,NULL
3543,NULL,1407498994,NULL,NULL,NULL,NULL,взять кредит в втб 24 3 миллиона цифрами http://t.co/5GSpRFPIkW,497712974040400000,NULL,0
3544,NULL,1407499088,NULL,NULL,NULL,-1,#fyseo_ru #новости Сбербанк на одну ночь приостановит работу банкоматов  #читаювзаимно #читаю,497713367495090000,NULL,NULL
3545,NULL,1407499170,0,NULL,0,NULL,Россельхозбанк и Газпромбанк попросили у государства финансовую помощь,497713709801030000,NULL,NULL
3546,NULL,1407499331,NULL,NULL,NULL,NULL,"Руководство ОАО ""Банк Москвы"" приняло решение продать дочернюю структуру банка в Белоруссии. Сообщение об этом появилось в пресс-релизе фин",497714385453080000,NULL,NULL
3547,NULL,1407499483,NULL,0,NULL,NULL,http://t.co/4v573GJBoQ Можно пивзять кредит в райффайзен банке н,497715025125970000,NULL,NULL
3548,NULL,1407499692,NULL,NULL,NULL,NULL,банк москвы г краснодар потребительский кредит http://t.co/ZkgRHOECbb,497715899202570000,NULL,NULL
3549,NULL,1407499943,NULL,NULL,NULL,-1,#компьютеры Сбербанк в ночь на 11 августа приостановит работу некоторых сервисов #читаю #ru_ff,497716951821460000,NULL,NULL
3550,NULL,1407499996,NULL,NULL,NULL,-1,"Сбербанк в ночь на 11 августа приостановит работу некоторых сервисов: Сбербанк России информирует, что в ночь ... http://t.co/ag2f9yp56w",497717175436600000,NULL,NULL
3551,NULL,1407500016,NULL,NULL,NULL,-1,#Интернет #HiTech Сбербанк в ночь на 11 августа приостановит работу некоторых сервисов http://t.co/6pyAD4YByy,497717258450260000,NULL,NULL
3552,NULL,1407500292,NULL,NULL,NULL,-1,"Сбербанк в ночь на 11 августа приостановит работу некоторых сервисов: Сбербанк России информирует, что в ночь на 11 августа с полуноч...",497718418624110000,NULL,NULL
3553,NULL,1407500414,NULL,NULL,NULL,-1,Pavlova_1981 Сбербанк в ночь на 11 августа приостановит работу некоторых с... http://t.co/lBgAfG6xBD #Взаимныйфолловинг,497718929721020000,NULL,NULL
3554,NULL,1407500415,NULL,NULL,NULL,-1,Cemitsvetic Сбербанк в ночь на 11 августа приостановит работу некоторых се... http://t.co/R5MrjU6cn5 #Взаимныйфолловинг,497718931151260000,NULL,NULL
3555,NULL,1407500415,NULL,NULL,NULL,-1,@v_barbariska Сбербанк в ночь на 11 августа приостановит работу некоторых ... http://t.co/ZoRnTj2RFU #Взаимныйфолловинг,497718933030310000,NULL,NULL
3556,NULL,1407500526,NULL,NULL,NULL,-1,"Сбербанк в ночь на 11 августа приостановит работу некоторых сервисов: Сбербанк России информирует, что в ночь на... http://t.co/qpv0muBTtZ",497719396681280000,NULL,NULL
3557,NULL,1407500526,NULL,NULL,NULL,-1,"Сбербанк в ночь на 11 августа приостановит работу некоторых сервисов: Сбербанк России информирует, что в ночь на... http://t.co/Wq4tRuTVTb",497719396870000000,NULL,NULL
3558,NULL,1407500745,0,NULL,NULL,0,"2/2  По состоянию на апрель 2014 года общий долг компании составлял $8,6 млрд. Осн кредиторами выступают госбанки – Сбербанк Газпромбанк ВТБ",497720318275100000,NULL,0
3559,NULL,1407500866,NULL,NULL,NULL,-1,#FOLLOWBACK Сбербанк в ночь на 11 августа приостановит работу некоторых сервисов http://t.co/OH65EoQi6e,497720826850860000,NULL,NULL
3560,NULL,1407500901,NULL,NULL,NULL,NULL,банк втб 24 кредиты карты http://t.co/zUiYGwA5b0,497720969570840000,NULL,0
3561,NULL,1407500978,NULL,NULL,NULL,NULL,Банк Москвы решил продать белорусскую «дочку».,497721293396250000,NULL,NULL
3562,NULL,1407501198,NULL,NULL,NULL,NULL,банк москвы кредит для сотрудников полиции http://t.co/72UXY70Ukx,497722218882010000,NULL,NULL
3563,NULL,1407501385,NULL,NULL,0,NULL,взять кредит в россельхозбанке 100000 рублей http://t.co/6hZO4UgYKd,497723002906490000,NULL,NULL
3564,NULL,1407501560,NULL,NULL,NULL,0,"#RuFollowMe Мне Сбер пишет, что тут неправильно указан ИНН. Просит 12 цифр",497723734175010000,NULL,NULL
3565,NULL,1407501659,NULL,-1,NULL,NULL,@Raiffeisen_Ru ваш банкомат зажевал мои 48000р почему мне отказали в компенсации? #Райффайзен #воры #аферисты,497724151218840000,NULL,NULL
