,beeline,date,komstar,megafon,mts,rostelecom,skylink,tele2,text,twitid
4381,NULL,1407316348,NULL,--,NULL,NULL,NULL,NULL,надо прост как мне и посоветовали поставить мегафон на будильник и тогда жизнь станет прям правильной,496946901695350000
4382,NULL,1407316375,NULL,NULL,-1,NULL,NULL,NULL,"Упс, накладочка вышла, только мтс перестал работать, остальные операторы пока работают.",496947014534710000
4383,NULL,1407316567,NULL,NULL,NULL,0,NULL,0,"«Ростелеком» и Tele2 завершили создание оператора сотовой связи: Компаниями Tele2 и ""Ростелеком"" завершены работы по созданию нового ...",496947816694940000
4384,NULL,1407316567,NULL,NULL,NULL,0,NULL,0,#sledui «Ростелеком» и Tele2 завершили создание оператора сотовой связи,496947816720130000
4385,NULL,1407316567,NULL,NULL,NULL,0,NULL,0,«Ростелеком» и Tele2 завершили создание оператора сотовой связи  #новости,496947816854350000
4386,NULL,1407316567,NULL,NULL,NULL,0,NULL,0,«Ростелеком» и Tele2 завершили создание оператора сотовой связи  - #новости,496947817177310000
4387,NULL,1407316567,NULL,NULL,NULL,0,NULL,0,«Ростелеком» и Tele2 завершили создание оператора сотовой связи  #followback #follow,496947817689010000
4388,NULL,1407316567,NULL,NULL,NULL,0,NULL,0,«Ростелеком» и Tele2 завершили создание оператора сотовой связи  #Новости #news,496947817743520000
4389,NULL,1407316567,NULL,NULL,NULL,0,NULL,0,«Ростелеком» и Tele2 завершили создание оператора сотовой связи  ?,496947817953240000
4390,NULL,1407316567,NULL,NULL,NULL,0,NULL,0,«Ростелеком» и Tele2 завершили создание оператора сотовой связи  ...,496947818460750000
4391,NULL,1407316615,NULL,--,NULL,NULL,NULL,NULL,На первой паре волк в тельняшке орёт в мегафон.,496948019988680000
4392,-1,1407316894,NULL,NULL,-1,NULL,NULL,NULL,@eldarmurtazin @SPotresov вовремя избавился от Билайна и МТС 1 в пассиве 1 контракт,496949190849990000
4393,NULL,1407316998,NULL,NULL,-1,NULL,NULL,NULL,Сегодня утром жители Севастополя не могут ни до кого дозвониться. Абоненты МТС-Украины остались без связи. Нет сигнала сотовой сети. Пробле,496949626608810000
4394,+-,1407316998,NULL,NULL,NULL,NULL,NULL,NULL,"Пишут, что DeviantArt уже заблокирован у Билайна.
Зашла с телефона, все ок. О_о",496949626747230000
4395,1,1407317294,NULL,NULL,NULL,NULL,NULL,NULL,@_Beeline_kz здорово! А интернет дома тоже без комиссии?,496950869846690000
4396,NULL,1407317487,NULL,NULL,NULL,0,NULL,0,RT @03_ppm: Ростелеком и Tele2,496951676142500000
4397,NULL,1407317497,NULL,NULL,0,NULL,NULL,NULL,#ЧитайМеняАяТебя «МТС-Украина» просит коллег организовать технический роуминг в Крыму,496951720857970000
4398,NULL,1407317498,NULL,NULL,0,NULL,NULL,NULL,«МТС-Украина» просит коллег организовать технический роуминг в Крыму,496951721705240000
4399,NULL,1407317534,NULL,1,NULL,NULL,NULL,NULL,RT @synejywomas: «Мегафон» подключает своих клиентов к лучшему европейскому мобильному интернету,496951875707870000
4400,NULL,1407317596,NULL,NULL,NULL,1,NULL,NULL,"Корпорация «Ростелеком» анонсировала старт больших работ по развитию системы связи в столице Ямала. По итогам стройки, которая пройдет в тр",496952135696010000
4401,0,1407317670,NULL,NULL,NULL,NULL,NULL,NULL,"Позвонил в тех.поддержку Билайн.
Я ЖЕ ГОВОРИЛ ЧТО ЭТО ССАНОЕ КАФЕ МНЕ ПРОВОД ПЕРЕРЕЗАЛО, СУКИ",496952444841380000
4402,NULL,1407317745,NULL,NULL,-1,NULL,NULL,NULL,"а, и да, у нас же крымские власти отключили #мтс. Сам #мтс на своем сайте обещает восстановить связь, но боюсь, ему просто не дадут.",496952757929410000
4403,NULL,1407317891,NULL,NULL,-1,NULL,NULL,NULL,RT @Lana_mem: В городе не работает МТС 2 неделю. И не обещают. Пошел ажиотаж на пакеты Лайф. Между прочим Лайт это компания Астелит  - тот …,496953373267360000
4404,NULL,1407318131,NULL,NULL,NULL,0,NULL,0,RT @lina__leto: Ростелеком и Tele2 Россия завершили слияние сотовых активов,496954379610890000
4405,NULL,1407318204,NULL,NULL,0,NULL,NULL,NULL,"""МТС-Украина"" просит коллег помочь организовать технический роуминг в Крыму (1) http://t.co/tHFD6gHczW",496954683320070000
4406,0,1407318204,NULL,NULL,NULL,NULL,NULL,NULL,#читаешьменячитаютебя Это точно. Был недавно на пресске Билайна в качестве журналиста и встретил там upsya ),496954684905890000
4407,NULL,1407318267,NULL,0,NULL,NULL,NULL,NULL,у мегафона есть безлимитный инет в роуминга? о_О,496954948660100000
4408,NULL,1407318304,NULL,NULL,-1,NULL,NULL,NULL,063 1185319 новый номер!!!!!!! МТС не работает в Крыму!!!!,496955105884010000
4409,NULL,1407318717,NULL,NULL,0,NULL,NULL,NULL,Zaletchikya «МТС-Украина» обратилась к другим операторам для восстановления связи в Крыму,496956836609010000
4410,NULL,1407318744,NULL,NULL,-1,NULL,NULL,NULL,"Компания ""МТС-Украина"" заявляет, что связь в Крыму отключила не она.В компании &amp;quot;МТС-Украина&amp;quot; заявляют, что отключение ее сети в К",496956948856970000
4411,NULL,1407318816,NULL,NULL,NULL,0,NULL,0,#компьютеры «Ростелеком» и Tele2 завершили создание совместного сотового оператора #читаю #ru_ff,496957253568570000
4412,NULL,1407318817,NULL,NULL,NULL,NULL,NULL,0,"Завершено создание нового федерального сотового оператора: Москва – Tele2, альтернативный оператор мобильной с... http://t.co/ZypJ0OWUkP",496957256135480000
4413,NULL,1407318827,NULL,NULL,NULL,0,NULL,0,"«Ростелеком» и Tele2 завершили создание совместного сотового оператора: Представители ""Ростелеком"" и ""Tele2... http://t.co/nXryKHCog1",496957299722690000
4414,NULL,1407318958,NULL,NULL,NULL,NULL,NULL,0,"Завершена сделка по созданию в России четвертого федерального сотового оператора Tele2. Компания была сформирована из активов ""Tele2 Россия",496957846656140000
4415,NULL,1407318967,NULL,NULL,0,NULL,NULL,NULL,"@ManOfDeterminat, мы не обладаем информацией по данному вопросу. ^АВ #МТС",496957886820810000
4416,NULL,1407319003,NULL,NULL,NULL,0,NULL,NULL,RT @YuryMihalich: После 22 000 км путешествий по  #РоссиЯ ЖЖивой Сергей ДолЯ  и antoniojarosso  #ростелеком #exprussia http://t.co/KZFWrIQb…,496958037765420000
4417,1,1407319039,NULL,NULL,NULL,NULL,NULL,NULL,"Компания VimpelСom, которая владеет торговой маркой «Билайн», сообщила о чистой прибыли за второй квартал в $100 млн. Об этом говорится в р",496958188672270000
4418,NULL,1407319178,NULL,NULL,0,NULL,NULL,NULL,"#RETWEET Москва, 6 августа. ""МТС Украина"", сеть которой перестала работать в Крыму в ночь на среду, обратилась к украинским оператора...",496958768999980000
4419,NULL,1407319225,NULL,NULL,NULL,0,NULL,0,«Ростелеком» и Tele2 завершили создание совместного сотового оператора,496958967508380000
4420,NULL,1407319250,NULL,NULL,0,NULL,NULL,NULL,"""МТС Украина"" попросила украинских операторов организовать техроуминг в Крыму: МОСКВА, 6 августа. /ИТАР-ТАСС/.... http://t.co/BqzqyT8b3W",496959071979700000
4421,NULL,1407319250,NULL,NULL,NULL,NULL,NULL,0,#Безлимитка от 200 рублей #tele2 #rufollowback #followback #rt http://t.co/ffAW2mFu80,496959072563110000
4422,NULL,1407319464,NULL,NULL,NULL,NULL,NULL,0,Как взять кредит на tele2 http://t.co/y0L4RuTit3,496959969854770000
4423,NULL,1407319473,NULL,NULL,-1,NULL,NULL,NULL,"В Крыму полностью исчезла связь ""МТС-Украина"" (112)",496960007196260000
4424,NULL,1407319658,NULL,NULL,-1,NULL,NULL,NULL,"МТС-Украина знает, кто виноват в отсутствии связи? #Крым
http://t.co/FaCmaBmcNM http://t.co/am0jeh2lVq",496960784606700000
4425,NULL,1407319723,NULL,NULL,-1,NULL,NULL,NULL,"Мтс ахуели, отключили в Крыму связь. Долбоны",496961056007140000
4426,NULL,1407319921,NULL,-1,NULL,NULL,NULL,NULL,"СДОХНИ ТУПОЙ МЕГАФОН ТВАРИНА БЛЯДОНОСНАЯ Я ХОЧУ ИНТЕРНЕТ
ТЫ ОБО МНЕ ПОДУМАЛ СУКА ИЛИН ЕТ",496961884768470000
4427,NULL,1407319956,NULL,NULL,1,NULL,NULL,NULL,"Слышали ли вы о том, что Nokia обогнала по продажам iPhone в РФ?
Скорее всего это произошло из-за пиара и выгодных предложений МТС и др.",496962033087030000
4428,NULL,1407319984,NULL,NULL,0,NULL,NULL,NULL,"#МТС #Украина обратилась к другим украинским операторам,чтобы восстановить связь в Крыму http://t.co/Ks7uZoB9Sc
#санкции #Крым #ДНР #США #ЕС",496962151416750000
4429,NULL,1407320131,NULL,NULL,0,NULL,NULL,NULL,"""МТС Украина"" попросила украинских операторов, работающих в Крыму, организовать техроуминг для восстановления... http://t.co/ZI24akrLsw",496962769309030000
4430,NULL,1407320132,NULL,NULL,-1,NULL,NULL,NULL,Отключение абонентов в Крыму стало неожиданностью для «МТС Украина» http://t.co/tV5uQlmS9T,496962770232150000
4431,NULL,1407320353,NULL,NULL,1,NULL,NULL,NULL,взял себе #мтс . Вроде работает:),496963696460320000
4432,1,1407320389,NULL,NULL,NULL,NULL,NULL,NULL,@_abloud @Beeline_RUS вам спасибо),496963849342300000
4433,-1,1407320530,NULL,NULL,NULL,NULL,NULL,NULL,Выручка Вымпелкома во втором квартале снизилась на 7 процентов,496964441917760000
4434,NULL,1407320688,NULL,1,NULL,NULL,NULL,NULL,#компьютеры 5 правил комфортного роуминга от «МегаФона» #читаю #ru_ff,496965103263050000
4435,NULL,1407320688,NULL,NULL,0,NULL,NULL,NULL,#компьютеры «МТС-Украина» обратилась к другим операторам для восстановления связи в Крыму #читаю #ru_ff,496965104244510000
4436,0,1407320689,NULL,NULL,NULL,NULL,NULL,NULL,#билайн  мвахаха http://t.co/4cRI26eKkb,496965105754860000
4437,NULL,1407320971,NULL,NULL,0,NULL,NULL,NULL,"Компания МТС-Украина обратилась за помощью к другим украинским сотовым операторам для того, чтобы восстановить связь на территории Крыма. В",496966291916610000
4438,NULL,1407321009,NULL,0,NULL,NULL,NULL,NULL,"Друзья, есть у кого Мегафон? / Буквально на пару дней",496966450867730000
4439,NULL,1407321314,NULL,-1,NULL,NULL,NULL,NULL,"Друзья, у кого-нибудь ловит 4G Мегафон в Москве и области #RT",496967729266440000
4440,NULL,1407321561,NULL,NULL,-1,NULL,NULL,NULL,"#всеновости В Крыму полностью исчезла связь ""МТС-Украина"": Мобильный оператор обратился к коллегам за... http://t.co/gRxCOJuI7h #сейчас",496968763590210000
4441,NULL,1407321608,NULL,NULL,0,NULL,NULL,NULL,До скольки салон мтс работает?,496968963856010000
4442,NULL,1407321667,NULL,0,NULL,NULL,NULL,NULL,МегаФон и Alcatel Onetouch представляют новый смартфон POP S7,496969207662520000
4443,NULL,1407321817,NULL,NULL,NULL,0,NULL,0,"""Ростелеком"" объявил о закрытии второго завершающего этапа сделки с ""Tele2 Россия"" по созданию нового федерального мобильного оператора. По",496969836887810000
4444,0,1407322036,NULL,NULL,0,NULL,NULL,NULL,"RT @_abloud: @Beeline_RUS @myslobodin В ответ на инициативы МТС в области GPON в Москве, Билайн вводит предложения фикс. ШПД со скоростями …",496970756044390000
4445,NULL,1407322047,NULL,NULL,NULL,0,NULL,0,«Ростелеком» и Tele2 завершили создание совместного предприятия. Компании закрыли второй этап сделки по интеграции мобильных активов. Акцио,496970802273990000
4446,NULL,1407322047,NULL,NULL,-1,NULL,NULL,NULL,"Аксенов: власти Крыма непричастны к отключению связи ""МТС Украина""",496970802479120000
4447,NULL,1407322111,NULL,NULL,0,NULL,NULL,NULL,"""МТС Украина"" заявляет, что принимает все меры для возобновления связи в Крыму #Севастополь
http://t.co/bcyd89w0lS http://t.co/rKCoqulUiL",496971070994640000
4448,NULL,1407322148,NULL,NULL,0,NULL,NULL,NULL,«МТС Украина» просит организовать техроуминг в Крыму,496971226305130000
4449,NULL,1407322148,NULL,NULL,0,NULL,NULL,NULL,"«МТС Украина» просит организовать техроуминг в Крыму: Компания ""МТС Украина"" обратилась к украинским мобильным... http://t.co/Gam0i2616R",496971228481990000
4450,NULL,1407322372,NULL,NULL,NULL,0,NULL,0,Ростелеком и Tele2 завершили создание мобильного СП,496972164839800000
4451,NULL,1407322541,NULL,NULL,-1,NULL,NULL,NULL,"Компания «МТС-Украина» заявляет, что связь в Крыму отключила не она http://t.co/oEPWFTY4Sv",496972875253810000
4452,NULL,1407322626,NULL,NULL,0,NULL,NULL,NULL,Компания «МТС... http://t.co/eMx89WEoGo,496973232550190000
4453,NULL,1407322920,NULL,NULL,-1,NULL,NULL,NULL,RT @HromadskeRadio: В Крыму полностью отключили мобильную связь МТС Украина. Мобильный оператор МТС Украина перестал работать по... http://…,496974463960110000
4454,NULL,1407323740,NULL,NULL,NULL,0,NULL,NULL,"#ff_ru Линии оптической связи (ростелеком, транстелеком), государственные релейки (если еще действуют)",496977904900010000
4455,1,1407323741,NULL,NULL,NULL,NULL,NULL,NULL,"И здесь организаторы выражают огромную благодарность мобильному оператору ""Билайн"".",496977906623870000
4456,NULL,1407323857,NULL,NULL,NULL,NULL,NULL,0,Tele2 запустила викторину о путешествиях по России,496978395428040000
4457,NULL,1407323934,NULL,NULL,-1,NULL,NULL,NULL,RT @krymkomtv: «МТС Украина» лишилась сетевого управления над объектами связи Крыма http://t.co/rG7g9BgwDd,496978717114380000
4458,NULL,1407324582,NULL,NULL,-1,NULL,NULL,NULL,Власти Крыма не отключали оператора «МТС-Украина»,496981437715710000
4459,NULL,1407324666,NULL,NULL,0,NULL,NULL,NULL,МТС-Украина попытается вернуться в Крым | Крым | Вести http://t.co/I5RKL3xngc с помощью @twitterapi,496981787038350000
4460,NULL,1407324732,NULL,NULL,+-,NULL,NULL,NULL,"МТС появился в Славянске, но исчез по всей Луганской ...",496982066152890000
4461,NULL,1407324928,NULL,NULL,0,NULL,NULL,NULL,"КАК ЗВОНИТЬ ПО-РУССКИ? ПРОВЕРЯЕМ СВЯЗЬ МТС В КРЫМУ! / Сейчас ходит информация, что с 5 августа все украинские .. http://t.co/qhfRxgnI0o",496982887036880000
4462,NULL,1407325346,NULL,NULL,0,NULL,NULL,NULL,МТС просит других операторов поделиться сетями в Крыму,496984638934350000
4463,NULL,1407325346,NULL,NULL,-1,NULL,NULL,NULL,"В МТС-Украина подчеркивают, что не отказывались от работы в Крыму, а перебои со связью на полуострове объясняют внешним влиянием.",496984639173440000
4464,NULL,1407325392,NULL,NULL,NULL,0,NULL,0,"ОАО ""Ростелеком"" и Tele2 завершили создание мобильного СП.",496984834473210000
4465,NULL,1407325393,NULL,NULL,0,NULL,NULL,NULL,Жители Севастополя смогут пользоваться сим-картами МТС только на территории Украины,496984838088710000
4466,NULL,1407325527,NULL,NULL,-1,NULL,NULL,NULL,"В Симферополе продолжается ажиотаж, связанный с отключением «МТС-Украина», продавцы поднимают цены на пакеты: ... http://t.co/01HxOKpuZ7",496985400053740000
4467,NULL,1407325538,NULL,NULL,-1,NULL,NULL,NULL,Крымский банк свои проблемы скинул на МТС,496985447503890000
4468,NULL,1407325538,NULL,NULL,-1,NULL,NULL,NULL,Крымский банк свои проблемы скинул на МТС  #hitech #компьютер,496985447952700000
4469,NULL,1407325539,NULL,NULL,-1,NULL,NULL,NULL,#iPhone #android Крымский банк свои проблемы скинул на МТС  #iPad #Samsung,496985448107880000
4470,NULL,1407325641,NULL,NULL,1,NULL,NULL,NULL,"RT @XyevayaYalta: Ялта, очереди за новыми симками, а на набережной все ""рекомендуют МТС"". http://t.co/2rhzZzucHI",496985876367690000
4471,NULL,1407325924,NULL,NULL,0,NULL,NULL,NULL,"@ManOfDeterminat,&gt; предоставляются с привлечением роуминговых партнеров, по домашним тарифам Краснодарского края. ^АВ #МТС",496987065889080000
4472,NULL,1407325934,NULL,NULL,0,NULL,NULL,NULL,Коломойский хочет наложить лапу на провайдеров МТС и Киевстар  http://t.co/6EoZzRHmvT #хунта #олигархат #постукраина,496987105248030000
4473,NULL,1407326443,NULL,NULL,-1,NULL,NULL,NULL,"@Perevalsk_UA @islamou40 @Perevalshchyna У меня родня в #Фащевка ,связи с ними нет уже неделю #МТС бля.Вот думаю как добраться",496989241977900000
4474,NULL,1407326590,NULL,NULL,0,NULL,NULL,NULL,Власти Крыма не предпринимали никаких силовых действий в отношении имущества оператора мобильной связи МТС-Украина. Такой комментарий сегод,496989859798840000
4475,NULL,1407326823,NULL,1,NULL,NULL,NULL,NULL,# «Мегафон» запустил в Смоленске сеть 4G+,496990835515220000
4476,NULL,1407326962,NULL,NULL,-1,NULL,NULL,NULL,"В Енакиево исчезла мобильная связь оператора LIFE. Ранее исчез и МТС,",496991418788110000
4477,NULL,1407327032,NULL,NULL,--,NULL,NULL,NULL,"ПРОДАМ МАНЕЖ-КРОВАТЬ Capella Tobi   Б/У 450 000 руб.Р-Н СУВОРОВА, ТЕЛ. (033) 686 13 81 МТС / Кровать-манеж предназ.. http://t.co/AeAxShhBxf",496991713597350000
4478,NULL,1407327144,NULL,NULL,-1,NULL,NULL,NULL,"RT @mrCrimea: МТС отключает в Крыму МТС, все идут, стоят на жаре в очереди и снова покупают МТС, который отключил МТС. 

#крымчанетерпилы",496992180066870000
4479,NULL,1407327289,NULL,1,NULL,NULL,NULL,NULL,«Мегафон» запустил в Смоленске сеть 4G+ http://t.co/0lhfaAXm0S #новости,496992791101050000
4480,NULL,1407327430,NULL,-1,NULL,NULL,NULL,NULL,"Осторожно ! Сайт отслеживания посылок! Услуга подключается очень шустро, потом 20р в день. @eldarmurtazin @megafonru http://t.co/AFzCsxVhc4",496993379561920000
4481,NULL,1407327439,NULL,-1,NULL,NULL,NULL,NULL,"у моей второй половины сегодня день ре. и он же сам позвонил мне, чтобы я его поздравила. потому что в деревне #мегафон не ловит:(",496993420460960000
4482,NULL,1407327651,NULL,NULL,-1,NULL,NULL,NULL,Че за хуйню мне мтс наподключал?,496994306679640000
4483,NULL,1407327736,NULL,NULL,-1,NULL,NULL,NULL,(Новости Крыма) Мобильный оператор «МТС Украина» до сих пор не может восстановить сетевое подключение для крымских абонентов. Компания лиши,496994665229730000
4484,NULL,1407328033,NULL,0,NULL,NULL,NULL,NULL,"RT @hajunisibyd: ""Норникель"" и ""Мегафон"" выбирают гонконгский доллар",496995912317930000
4485,NULL,1407328060,NULL,NULL,0,NULL,NULL,NULL,"МТС просит других операторов поделиться сетями в Крыму: В МТС-Украина подчеркивают, что не отказывались от раб... http://t.co/1tdms6NCvS",496996022237680000
4486,NULL,1407328060,NULL,NULL,0,NULL,NULL,NULL,"МТС просит других операторов поделиться сетями в Крыму: В МТС-Украина подчеркивают, что не отказывались от раб... http://t.co/pwNhsq2QzB",496996023814730000
4487,NULL,1407328445,NULL,NULL,0,NULL,NULL,NULL,МТС-Украина обратилась за помощью к другим операторам в Крыму,496997636600110000
4488,NULL,1407328471,NULL,NULL,-1,NULL,NULL,NULL,@iTasig @HuSnizhne так связь глушат? на сайте МТС написано. что нет электричества и повреждено оборудование,496997746423790000
4489,NULL,1407328517,NULL,1,NULL,NULL,NULL,NULL,RT @honeart: @wylsacom интернет от #мегафон работает даже на iPad без 3G)) http://t.co/izsLl4mvK3,496997941341860000
4490,NULL,1407328727,NULL,1,NULL,NULL,NULL,NULL,#Интернет #Медиа «Мегафон» запустил в Смоленске сеть 4G+ http://t.co/oeBdK0cKaY,496998821897840000
4491,NULL,1407328775,NULL,NULL,0,NULL,NULL,NULL,"@pashich_ssd, в любом call-центре бывают ""часы пик"", когда очень много абонентов пытается одновременно дозвониться &gt;&gt; ^АВ #МТС",496999024126600000
4492,NULL,1407328861,NULL,NULL,NULL,NULL,NULL,0,На базе Tele2 создан новый федеральный сотовый оператор #Android #Twitter,496999382462790000
4493,NULL,1407328918,NULL,NULL,0,NULL,NULL,NULL,"@pashich_ssd, уточните, пожалуйста, адрес салона, в который Вы обращались, дату визита, подробное описание ситуации, Ваш конт.№. ^АВ #МТС",496999621915610000
4494,NULL,1407329123,NULL,NULL,-1,NULL,NULL,NULL,RT @VitalijMonyukin: МТС в Симферополе отключили якобы из-за аварии,497000482343510000
4495,NULL,1407329162,NULL,NULL,-1,NULL,NULL,NULL,"Возмущённые отключением оператора &amp;quot;МТС-Украина&amp;quot; в Крыму, жители штурмуют представительства МТС, требуя пояснить на каком основани",497000644369470000
4496,NULL,1407329198,NULL,NULL,NULL,+-,NULL,NULL,"@caliburn13 @KinshoMokuroku я в регионе, ярославская область, ростелеком. В целом девиант заработал, а на ""тех"" картинках заглушка вылезает.",497000798744610000
4497,NULL,1407329430,NULL,NULL,-1,NULL,NULL,NULL,"Украинский оператор мобильной связи &amp;quot;МТС-Украина&amp;quot; сообщил, что отключение абонентов в Симферополе связано с тем, что компания лиш",497001771647370000
4498,NULL,1407329662,NULL,NULL,0,NULL,NULL,NULL,"@lexandrGurkin, уточните, пожалуйста, когда был звонок, о котором идет речь. ^АВ #МТС",497002741567610000
4499,NULL,1407329921,NULL,NULL,1,NULL,NULL,NULL,"RT @HuSnizhne: В Снежном проклюнулся МТС.
Звоните.",497003831226810000
4500,1,1407330070,NULL,NULL,NULL,NULL,NULL,NULL,"""Билайн"" запустил сеть LTE в Тамбове и Мичуринске http://t.co/lYcIENzXak сайт @igadget_in_ua",497004456266190000
4501,NULL,1407330301,NULL,NULL,0,NULL,NULL,NULL,@beshkenadze МТС,497005424579980000
4502,NULL,1407330404,NULL,NULL,NULL,-1,NULL,NULL,"Казанский разработчик медицинских информационных систем КИР может лишиться нескольких десятков сотрудников. При поддержке ""Ростелекома"", чь",497005856463270000
4503,0,1407330414,NULL,NULL,NULL,NULL,NULL,NULL,#rufollowme Финансовые и операционные итоги 2 квартала 2014 года российского «ВымпелКом Лтд.»: Б... http://t.co/UqxWwOrrXS #rufollowback,497005895650270000
4504,NULL,1407330440,NULL,NULL,-1,NULL,NULL,NULL,"RT @_Pushistiy_: Полосочки есть, а вызов не идет, сразу ""Бииип"" и все. #Донецк #МТС",497006008107950000
4505,NULL,1407330509,NULL,NULL,-1,NULL,NULL,NULL,@skhakirov @ostro_v пишут в Донецке тоже #Донецк МТС не работает,497006297154190000
4506,NULL,1407330743,NULL,0,NULL,NULL,NULL,NULL,"Компания &amp;laquo;МегаФон&amp;raquo; совместно сMediaTekи Alcatel Onetouch, представили смартфон POPS7, поддерживающий сети LTE. Устройство стало",497007277698600000
4507,NULL,1407330983,NULL,NULL,-1,NULL,NULL,NULL,Также отсутсвует связь #МТС в Ясиноватой,497008282100200000
4508,NULL,1407330995,NULL,NULL,-1,NULL,NULL,NULL,"Пользователи соц.сетей сообщают об отсутствии связи МТС в #Донецк, #Мариуполь, #Макеевка, #Славянск,... http://t.co/I5UdHJdARw",497008332822280000
4509,0,1407331126,NULL,NULL,NULL,NULL,NULL,NULL,@RenatGukov Спасибо за уточнение! Приняли в работу. #билайн,497008881839910000
4510,NULL,1407331228,NULL,NULL,-1,NULL,NULL,NULL,"RT @fuckysebastopol: Д.Полонский,недоминистр связи Крыма,ему (и всем родсвенникам до 5-го колена) Крымчане должны быть ""благодарны"" за МТС …",497009311647030000
4511,NULL,1407331239,NULL,NULL,0,NULL,NULL,NULL,"Компания &amp;quot;МТС Украина&amp;quot; обратилась к украинским мобильным операторам c просьбой помочь организовать технический роуминг, сообщает",497009359118150000
4512,NULL,1407331305,NULL,NULL,NULL,NULL,NULL,0,На базе Tele2 создан новый федеральный сотовый оператор,497009632498290000
4513,NULL,1407331346,NULL,NULL,-1,NULL,NULL,NULL,"RT @Donbass_Forces: Над #Донецк`ом в течении десятка минут летал самолёт-разведчик, ПВО  #ДНР молчит, в городе пропала связь МТС. Киевстар …",497009806117340000
4514,NULL,1407331443,NULL,NULL,-1,NULL,NULL,NULL,Класс. Глушат связь в Донецке. МТС,497010211333620000
4515,NULL,1407331500,NULL,NULL,-1,NULL,NULL,NULL,"Во временно оккупированном Крыму полностью отключен оператор мобильной связи &amp;quot;МТС-Украина&amp;quot;. Как сообщают местные СМИ, проблемы со",497010450308300000
4516,-1,1407331500,NULL,NULL,NULL,NULL,NULL,NULL,http://t.co/FgZbKLOBci Выручка Вымпелкома во втором квартале снизилась на 7 процентов,497010451813660000
4517,NULL,1407331512,NULL,NULL,-1,NULL,NULL,NULL,@tombreadley @sitemaidan российского МТС симки. И эта компания у нас ещё работает??,497010501025420000
4518,NULL,1407331582,NULL,NULL,1,NULL,NULL,NULL,"МТС предлагает покупателям смартфонов Lenovo три месяца безлимитов, - пресс-релиз. 
Киев, Украина &amp;ndash; Оператор мобильной связи &amp;laquo;",497010797114310000
4519,NULL,1407331620,NULL,NULL,1,NULL,NULL,NULL,RT @vikson_tw: Як же ж я люблю рекламу МТС з Вакарчуком))),497010956556600000
4520,NULL,1407331667,NULL,NULL,-1,NULL,NULL,NULL,Для «МТС-Украина» стало неожиданностью отключение абонентов в&amp;#8230;,497011153961100000
4521,NULL,1407331677,NULL,NULL,-1,NULL,NULL,NULL,"RT @ostro_v: Пользователи соц.сетей сообщают об отсутствии связи МТС в Донецк, Мариуполь, Макеевка, Славянск, Константиновка,  Горловка, Бе…",497011193316660000
4522,NULL,1407331791,NULL,NULL,-1,NULL,NULL,NULL,"Заявление: действия, которые привели к прекращению работы ""МТС Украина"" в Крыму - ... http://t.co/6gLrt7L3VA #крым #крим #crimea",497011673018800000
4523,NULL,1407331791,NULL,NULL,-1,NULL,NULL,NULL,"RT @EuroMaydan: Пользователи соц.сетей сообщают об отсутствии связи МТС в #Донецк, #Мариуполь, #Макеевка, #Славянск,... http://t.co/I5UdHJd…",497011673514130000
4524,0,1407331811,NULL,NULL,NULL,NULL,NULL,NULL,Как на билайне качать бесплатно,497011755156250000
4525,NULL,1407331887,NULL,NULL,-1,NULL,NULL,NULL,"@mts_ukraine #МТС #Мариуполь, связь лежит. Поясните абонентам, в чем дело во избежании паники.",497012073680100000
4526,NULL,1407331973,NULL,NULL,-1,NULL,NULL,NULL,Да! лежит конкретно МТС!!!!!!,497012434344110000
4527,NULL,1407332047,NULL,NULL,0,NULL,NULL,NULL,Главные: Глава Совмина исключил вмешательство властей Крыма в работу мобильного оператора «МТС»: ОбществоВласт... http://t.co/kRtn1I8DrL,497012747188450000
4528,NULL,1407332073,NULL,NULL,-1,NULL,NULL,NULL,"#Донецк #Украина #Война #РСД /  / МТС лежит во всём городе, друзья. Что случилось пока не знаем. Скажем через 20-30 минут.",497012857486450000
4529,NULL,1407332121,NULL,NULL,NULL,0,NULL,0,RT @yamobi: В России завершилось создание нового федерального сотового оператора http://t.co/EZtDPKiUcJ #ростелеком #tele2,497013057022100000
4530,NULL,1407332303,NULL,NULL,-1,NULL,NULL,NULL,что опять с МТС никого не могу набрать????!!!!((((,497013821396240000
4531,NULL,1407332340,NULL,NULL,-1,NULL,NULL,NULL,RT @rianru: Отключение абонентов в Крыму стало неожиданностью для «МТС Украина» http://t.co/tV5uQlmS9T,497013977143320000
4532,NULL,1407332341,NULL,NULL,--,NULL,NULL,NULL,"RT @baba_yaga_blya_: мабильна сотавай армагядец сёдьни....
фьсьлет за Симьфяропалям абьрезали сёдьни и ф Сивасьтопали укьраиньськай мтс!",497013977797650000
4533,NULL,1407332390,NULL,NULL,-1,NULL,NULL,NULL,МТС. Помним. Любим. Скорбим.,497014184409040000
4534,NULL,1407332418,NULL,NULL,0,NULL,NULL,NULL,"МТС пытается восстановить связь в Крыму с помощью других операторов: В компании не знают причины, по которой... http://t.co/qfqufiEfEd #vk",497014303598200000
4535,NULL,1407332475,NULL,NULL,-1,NULL,NULL,NULL,В #донецкой области только что  отключили мтс суки!!!!,497014542485180000
